eccentricity,true_PdE,true_WdE,fit_decay_PdE,fit_prec_wdE,fit_dp_PdE,fit_dp_wdE,logZ_decay,logZ_prec,logZ_dp
0.0001,-1e-11,9.999999999999997e-07,-1.9617939114390146e-11,-4.9979493294105674e-05,-2.0461429650547325e-11,6.160457904045107e-06,-1845.2003941051903,-2132.074042943392,-1840.354437071816
0.0001,-1e-11,9.999999999999997e-06,-1.987067537767998e-11,-9.088443652425181e-05,-1.9889749988371437e-11,-3.732660833757938e-06,-1766.6102276805784,-2061.6100095695174,-1763.2814452193172
0.0001,-1e-11,9.999999999999999e-05,-1.8704996203931156e-11,-0.00024348351015021793,-1.8541276546664598e-11,-0.000219331417304231,-1839.7288705540707,-2075.2889006003434,-1817.410987385189
0.0001,-1e-10,0.0,-2.0019466356508225e-10,9.604237940599605e-09,-2.0034396002696155e-10,1.4908733459626046e-08,-1701.3491779577162,-31731.408080324803,-1696.6388913857031
0.0001,-1e-10,1.0000000000000002e-08,-1.9830719505435975e-10,-5.660529232866932e-09,-1.9844459539277502e-10,9.803038703780886e-09,-1701.3491779577162,-31731.408080324803,-1696.6388913857031
0.0001,-1e-10,1.0000000000000002e-07,-2.0049944151260384e-10,-8.317668785426834e-08,-2.0056709924117322e-10,-7.346097250569424e-08,-1816.7524449486002,-32518.255922453118,-1811.2932805077671
0.0001,-1e-10,9.999999999999997e-07,-2.0083220535382963e-10,-3.6947591729837596e-06,-2.0108475453905038e-10,3.54628608695453e-06,-1738.5303846365784,-31613.459439777467,-1732.1018862714739
0.0001,-1e-10,9.999999999999997e-06,-2.0017943039384775e-10,4.627212399486001e-06,-2.015481407210558e-10,6.570124077315612e-05,-1846.9096938143612,-32003.66161188787,-1843.2689009451099
0.0001,-1e-10,9.999999999999999e-05,-1.9860417100674486e-10,-0.00020732470513406317,-1.9876192398927756e-10,-0.0002207863581231125,-1745.7059157094454,-31244.340019643307,-1724.4037002098203
0.0001,-1e-09,0.0,-2.0767527051184e-09,nan,nan,nan,-2873.931555059873,nan,nan
0.0001,-1e-09,1.0000000000000002e-08,-2.0743782510905995e-09,nan,nan,nan,-2873.931555059873,nan,nan
0.0001,-1e-08,0.0,nan,nan,nan,nan,nan,nan,nan
0.0001,-1e-08,1.0000000000000002e-08,nan,nan,nan,nan,nan,nan,nan
0.001,-0.0,0.0,-7.190785704114682e-13,-2.8374963931456786e-08,-1.0205853122545631e-12,1.531284341042665e-08,-1754.166211669626,-1745.983268064629,-1747.1872094592563
0.001,-0.0,9.999999999999999e-09,-1.5316923541216694e-12,1.0213325427392379e-08,-1.673330737110779e-12,-4.271934886707601e-08,-1754.166211669626,-1745.983268064629,-1747.1872094592563
0.001,-0.0,1e-07,1.2061447873342742e-12,2.005442542343421e-07,9.734116627810335e-13,8.155746764729916e-08,-1705.1072303778617,-1696.3185712471588,-1699.9892545145653
0.001,-0.0,1e-06,3.8339238543829616e-15,-1.840303920338758e-06,1.757930596847915e-13,-3.427193166488233e-07,-1754.0186723380386,-1745.0036011323598,-1748.7539619096913
0.001,-0.0,1e-05,-4.219744312720665e-13,-0.00023897186585136894,1.3081155790171721e-12,-0.00027417931151271996,-1876.0133696187613,-1838.092255411931,-1849.426446332747
0.001,-0.0,9.999999999999998e-05,1.4342858562328762e-12,-0.0028674387895233616,7.976674127527508e-13,-0.002886770039441317,-4800.211077349572,-2459.592406313848,-2470.381264244331
0.001,-1e-12,0.0,-1.4900628512924199e-12,-2.5074874344273137e-09,-8.32957004484359e-13,-1.6073180686689656e-09,-1796.4094500290512,-1787.2338688288232,-1794.847249194987
0.001,-1e-12,9.999999999999999e-09,-1.114986965408418e-12,2.8447157999175977e-08,-1.0593571511147353e-12,-8.019744549551442e-09,-1796.4094500290512,-1787.2338688288232,-1794.847249194987
0.001,-1e-12,1e-07,2.2243514183998487e-14,1.264663816482303e-06,-1.3987167178040954e-13,-2.1866274597363183e-06,-1871.1011052448987,-1862.1078048930535,-1867.3177520389013
0.001,-1e-12,1e-06,-3.4079960792129845e-12,-2.5526313129581565e-06,-3.5198300502229656e-12,2.129658457634657e-06,-1784.6132396785572,-1783.2189796067155,-1778.0841596746272
0.001,-1e-12,1e-05,-2.829145662564532e-12,-9.528370741087507e-05,-7.265878149203611e-12,-9.66276422140925e-05,-1856.7408676551581,-1841.387307708857,-1836.6342695155427
0.001,-1e-12,9.999999999999998e-05,-1.9340718647032742e-13,-0.002931718708678135,-1.9183009632098496e-12,-0.002948932483136309,-5000.55047065185,-2466.656783598218,-2469.2464431179505
0.001,-1e-11,0.0,-2.102776864163716e-11,-1.3075786799796443e-08,-2.104451324558354e-11,6.91687968980644e-09,-1745.5054728598916,-2075.02993482167,-1740.2020179465246
0.001,-1e-11,9.999999999999999e-09,-1.8283424699825584e-11,1.7175611037907477e-08,-1.805292137606927e-11,-1.501670533123159e-08,-1745.5054728598916,-2075.02993482167,-1740.2020179465246
0.001,-1e-11,1e-07,-1.7930566574585128e-11,1.1066895830842926e-07,-1.812108418504068e-11,1.3371907721093158e-07,-1731.9567938355683,-1963.2329475696163,-1727.2697094351406
0.001,-1e-11,1e-06,-1.910361069754799e-11,-1.8440273797396884e-06,-1.913060812902348e-11,-9.059010970994884e-07,-1768.9358629740566,-2032.4337163223042,-1763.128820623112
0.001,-1e-11,1e-05,-2.1781775457395774e-11,-9.535300772573911e-05,-2.4800090094433777e-11,-9.346513828491413e-05,-1837.371621246017,-2188.3299145432584,-1818.2399319179192
0.001,-1e-11,9.999999999999998e-05,-2.161590498194847e-11,-0.0028307814620344403,-2.2034524669756382e-11,-0.0029308144831857257,-4851.682197913874,-2736.8634420310145,-2381.845024232428
0.001,-1e-10,0.0,-2.0049606005827167e-10,-2.0862676132726366e-08,-2.0028337717128448e-10,4.197489961762165e-09,-1726.4436532498592,-31901.401499596646,-1719.9645815378708
0.001,-1e-10,9.999999999999999e-09,-1.986586154489605e-10,-4.6667419649950815e-09,-1.983462386085524e-10,1.516950492523945e-08,-1726.4436532498592,-31901.401499596646,-1719.9645815378708
0.001,-1e-10,1e-07,-1.9948580690103716e-10,-1.6868078400718298e-07,-1.9892705595896668e-10,-2.975290177873774e-07,-1870.9338166447094,-32253.58717032462,-1864.5466459315105
0.001,-1e-10,1e-06,-2.003399438674965e-10,-2.0448378684930986e-06,-2.007081545537104e-10,1.137025180896047e-06,-1772.208373989816,-33009.89746372211,-1764.919269743508
0.001,-1e-10,1e-05,-1.997521361729644e-10,-9.631722370400255e-05,-2.0147455878297762e-10,-9.205263809010465e-05,-1839.3666824275779,-32350.772494199173,-1818.1468907518897
0.001,-1e-10,9.999999999999998e-05,-2.013897117359531e-10,-0.0028305587508719275,-2.007340580151345e-10,-0.0028451940462357016,-4696.505761970357,-31631.87700446694,-2421.664441414952
0.001,-1e-09,0.0,-2.0741078854932594e-09,nan,nan,nan,-2853.951029281284,nan,nan
0.001,-1e-09,9.999999999999999e-09,-2.0750521958976247e-09,nan,nan,nan,-2853.951029281284,nan,nan
0.001,-1e-08,0.0,nan,nan,nan,nan,nan,nan,nan
0.001,-1e-08,9.999999999999999e-09,nan,nan,nan,nan,nan,nan,nan
0.01,-0.0,0.0,-6.179619854451818e-13,-4.059897376424507e-10,-5.744308575478758e-13,-2.3508767395144222e-09,-1823.8519495300397,-1815.5520331958899,-1818.1504021704902
0.01,-0.0,1.0000000000000002e-08,9.895725312503892e-13,-3.122573128942833e-08,5.899350408045249e-13,-6.986330468932057e-09,-1823.8519495300397,-1815.5520331958899,-1818.1504021704902
0.01,-0.0,1.0000000000000002e-07,-1.5364489544661248e-12,1.2439857429436337e-07,-1.4724485221247394e-12,-2.2146496321799534e-08,-1726.7345816126629,-1719.0053232823836,-1719.9845065626619
0.01,-0.0,9.999999999999997e-07,-4.198347658252448e-13,-5.112035624239813e-06,-5.55904108071105e-13,-5.691830526476438e-06,-1799.8899022033017,-1791.0383174528172,-1791.7945814869067
0.01,-0.0,9.999999999999999e-06,-1.7127204993123834e-12,-9.957038896768643e-05,-5.729988004471747e-12,-9.950771190364348e-05,-4931.298859160805,-4770.327373587935,-4767.51276604505
0.01,-0.0,9.999999999999998e-05,-6.328289086743749e-13,-0.009999883774688786,-3.0902883607043044e-13,-0.009999913043601951,-309838.2811993152,-173750.34476197,-173744.94690773234
0.01,-1e-12,0.0,-3.1991974775647338e-12,-2.8439334262267216e-08,-3.398907291941072e-12,6.253309013822776e-09,-1761.0641975296192,-1760.1265693850435,-1756.0507517277824
0.01,-1e-12,1.0000000000000002e-08,-4.4242346696193245e-12,-3.986448456051999e-08,-4.452743134256126e-12,-1.7217002646081867e-09,-1761.0641975296192,-1760.1265693850435,-1756.0507517277824
0.01,-1e-12,1.0000000000000002e-07,-3.740228849703429e-12,-4.079974818788927e-07,-3.665799154554985e-12,-1.2696660701590008e-07,-1834.1255644153516,-1834.4515811095291,-1828.0736893838528
0.01,-1e-12,9.999999999999997e-07,-3.450962881921821e-12,-3.5281859917310403e-06,-3.6345065798583347e-12,-4.43670288080975e-06,-1823.823556684552,-1824.909932727658,-1815.8095488840045
0.01,-1e-12,9.999999999999999e-06,-3.0116621755573115e-12,-9.965204529594949e-05,-8.761675945819814e-12,-9.954865866786167e-05,-4966.633522230188,-4805.980138132166,-4797.016787877514
0.01,-1e-12,9.999999999999998e-05,5.896491029195104e-13,nan,nan,nan,-306357.7564258271,nan,nan
0.01,-1e-11,0.0,-1.9271907232705834e-11,-6.215335893420552e-09,-1.9249255954253754e-11,6.270252408530836e-09,-1697.0038309792235,-1977.1030607853818,-1690.5946532702767
0.01,-1e-11,1.0000000000000002e-08,-1.848334995854828e-11,7.492324574949662e-09,-1.8442255621949664e-11,3.3230850015425e-08,-1697.0038309792235,-1977.1030607853818,-1690.5946532702767
0.01,-1e-11,1.0000000000000002e-07,-1.888711369178511e-11,-2.061488729988118e-08,-1.9001061205170103e-11,2.6516568688408286e-09,-1684.1588004016576,-1948.06425417576,-1676.3271071017937
0.01,-1e-11,9.999999999999997e-07,-2.0173722793289636e-11,-5.4443622878451525e-06,-1.981341328004601e-11,-5.824218293962986e-06,-1840.8406971700597,-2133.9666660158055,-1832.496843002903
0.01,-1e-11,9.999999999999999e-06,-1.84588270937364e-11,-9.966685690172443e-05,-2.119169086285597e-11,-9.947967631320107e-05,-5107.401145498595,-5201.266270448626,-4941.753996030193
0.01,-1e-11,9.999999999999998e-05,1.8676896180656147e-09,0.01403603605319572,2.1864812717122264e-09,0.001993474520121996,-10000000000.090908,-10000000000.090908,-10000000000.030302
0.01,-1e-10,0.0,-1.9978235031300207e-10,-6.673410086984819e-09,-1.9991876675431158e-10,3.1080863303250386e-08,-1717.9360414284922,-31749.503535201104,-1712.788290116573
0.01,-1e-10,1.0000000000000002e-08,-2.0007046497612345e-10,6.362569907204567e-09,-2.0009479731395819e-10,4.271009803181527e-09,-1717.9360414284922,-31749.503535201104,-1712.788290116573
0.01,-1e-10,1.0000000000000002e-07,-1.991686530129167e-10,-3.3723511557390287e-07,-1.9941574136422532e-10,-3.028741826797876e-07,-1761.1643670491242,-32117.79041522898,-1754.622053398973
0.01,-1e-10,9.999999999999997e-07,-2.012722542500221e-10,-6.750475290620664e-06,-2.0112963402520635e-10,-6.893254140162829e-06,-1870.9133322952416,-33141.496774488674,-1862.3998102465698
0.01,-1e-10,9.999999999999999e-06,-2.000431323014019e-10,-9.945160892715964e-05,-2.017987369634138e-10,-9.962889701702921e-05,-5350.274648017334,-34846.487938639955,-5175.788341824404
0.01,-1e-10,9.999999999999998e-05,-6.0197646430209206e-09,0.018799700052409635,-1.2017150979302564e-08,-0.001108244891959459,-10000000000.181818,-10000000000.045454,-10000000000.075756
0.01,-1e-09,0.0,-6.129507802421719e-08,1.722883983802781e-08,-1.8077982155637983e-07,-5.584703103188996e-09,-10000000000.121212,-10000000000.090908,-10000000000.121212
0.01,-1e-09,1.0000000000000002e-08,1.6206689573005937e-07,1.180123140021814e-06,-1.2634124652705574e-07,-8.09160797536729e-08,-10000000000.121212,-10000000000.090908,-10000000000.121212
0.01,-1e-09,1.0000000000000002e-07,2.005139364167997e-08,5.751726043531021e-06,-9.925488640000758e-08,-7.028818655081836e-06,-10000000000.090908,-10000000000.121212,-10000000000.166666
0.01,-1e-09,9.999999999999997e-07,1.9011386044736424e-08,-2.98859422503112e-05,-5.633406271558163e-08,2.978740617410366e-05,-10000000000.075756,-10000000000.060604,-10000000000.121212
0.01,-1e-09,9.999999999999999e-06,8.323090758670001e-08,nan,nan,nan,-10000000000.045454,nan,nan
0.01,-1e-09,9.999999999999998e-05,-9.368699863545778e-08,0.023194750971689507,-7.07352875442839e-08,-0.01272662703701151,-10000000000.10606,-10000000000.151514,-10000000000.060604
0.01,-1e-08,0.0,-1.0105696520129051e-06,1.7701553812959858e-09,-7.48582875948913e-07,3.974224649025574e-09,-10000000000.21212,-10000000000.090908,-10000000000.045454
0.01,-1e-08,1.0000000000000002e-08,-5.167353134082904e-07,1.8795279315166132e-06,-1.1581842714472135e-06,-2.0423134614380587e-06,-10000000000.21212,-10000000000.090908,-10000000000.045454
0.01,-1e-08,1.0000000000000002e-07,1.3127263672791691e-06,-7.502955647788195e-07,-2.7904208147051625e-06,-9.285844834876194e-06,-10000000000.10606,-10000000000.090908,-10000000000.242424
0.01,-1e-08,9.999999999999997e-07,9.354103450795628e-07,9.466943858987527e-05,-3.033048277320685e-07,8.719772178885027e-05,-10000000000.121212,-10000000000.090908,-10000000000.090908
0.01,-1e-08,9.999999999999999e-06,2.0048228246103233e-06,0.0015369097019269622,-1.9716452987722032e-07,0.0019512096584376575,-10000000000.121212,-10000000000.10606,-10000000000.075756
0.01,-1e-08,9.999999999999998e-05,5.790931150846658e-08,0.023067102235038134,1.8830502658745608e-07,-0.0019185239816879862,-10000000000.196968,-10000000000.090908,-10000000000.151514
0.1,-0.0,0.0,-1.118013294880119e-12,-1.2323191494697564e-08,-1.8355749088073717e-12,-9.654461670703564e-09,-1862.3186609911936,-1854.656560115302,-1855.2783550096378
0.1,-0.0,9.999999999999999e-09,-6.783176903562237e-13,1.902583483980871e-08,-4.791884265857315e-13,-2.348783382867685e-08,-1862.3186609911936,-1854.656560115302,-1855.2783550096378
0.1,-0.0,1.0000000000000004e-07,1.4901694542443207e-12,2.5842245075873236e-07,1.2236710182197673e-12,-2.9988689731679423e-09,-1868.6936795823308,-1860.6671276982552,-1860.6963241450833
0.1,-0.0,1.0000000000000002e-06,9.109103617780604e-13,-9.483303182103674e-06,6.059573510718121e-13,-9.578935840035967e-06,-5250.584611946714,-5228.599495599061,-5226.287572914179
0.1,-0.0,1e-05,1.5551106964090603e-11,-9.996426372667392e-05,1.3217291114111169e-11,-9.996078305217581e-05,-349079.8449983733,-347536.61067919113,-347356.2718446957
