eccentricity,true_PdE,true_WdE,fit_decay_PdE,fit_prec_wdE,fit_dp_PdE,fit_dp_wdE,logZ_decay,logZ_prec,logZ_dp
0.0,-1e-11,0.0,3.999852591998098e-12,1.5250475292114357e-10,3.123888401149258e-12,-1.5529770694451973e-09,-648.4005830210099,-641.742659923862,-648.1054990995377
0.0,-1e-11,9.999999999999999e-09,-1.847996531147266e-11,2.0912625900744643e-09,-2.1272819898029744e-11,-2.7501772341294652e-08,-572.8884328602743,-568.5005736930757,-573.1777363872661
0.0,-1e-11,1.0000000000000002e-07,-7.568941377351713e-12,2.47377748767881e-07,-8.375903879467004e-12,7.654350382474282e-09,-619.1351651871465,-613.1311383136875,-619.8673988896184
0.0,-1e-11,1e-06,-2.111817215691061e-11,-3.5868969432057536e-06,-2.0565652188564723e-11,-1.4992387054921355e-06,-615.2198149191165,-610.4824729458827,-614.7753172940828
0.0,-1e-11,1e-05,3.880297754523395e-12,-4.5416324364944565e-05,6.5890495864214625e-12,-3.369971372373077e-05,-579.4362500395395,-573.1195765592169,-579.0333250481186
0.0,-1e-11,0.0001,6.0012396443867025e-12,-0.0001835380105095865,9.535670509815705e-12,-0.00021052773255687384,-556.7421020506193,-551.3683302113848,-557.097505559396
0.0,-1e-10,0.0,-2.1075368139513334e-10,7.716929232732264e-09,-2.1121324227607565e-10,-1.0279090735270012e-08,-580.6712774578515,-725.255536451542,-580.6617972367922
0.0,-1e-10,9.999999999999999e-09,-2.1188062557715627e-10,-5.061737356685059e-09,-2.0782438087601062e-10,4.407302801729474e-09,-596.3311000411182,-728.127205764991,-595.8070781063595
0.0,-1e-10,1.0000000000000002e-07,-2.081081980080108e-10,-6.155943936878735e-08,-2.0735133195124342e-10,3.801186887961288e-07,-599.0253067860273,-726.8383915558019,-598.7599164776278
0.0,-1e-10,1e-06,-2.0264275269513112e-10,1.1333025572194557e-06,-2.0076677973857623e-10,-2.4974433295701514e-06,-620.3870001976602,-741.293319356919,-620.4138289279836
0.0,-1e-10,1e-05,-2.1728312570223835e-10,-5.280017254510594e-05,-2.118454047595005e-10,-1.5257703316256627e-05,-658.9449402139687,-799.3368534735631,-658.911550306924
0.0,-1e-10,0.0001,-2.1877292294470367e-10,-9.850128711983233e-05,-2.1643512098861598e-10,-8.358115705221672e-05,-571.4117867605621,-719.4733923558955,-572.788784312892
0.0,-1e-09,0.0,-2.0110947122479237e-09,-2.8985783299215632e-08,-2.01069352842616e-09,-1.7855641931313764e-08,-608.6970549645824,-13569.241676933212,-608.4842491890821
0.0,-1e-09,9.999999999999999e-09,-2.0117104022004555e-09,2.8573480487165224e-08,-2.0122651424506247e-09,7.931320814310135e-09,-531.3549555807982,-12844.342745855536,-531.0426573480498
0.0,-1e-09,1.0000000000000002e-07,-1.9975371207122688e-09,-3.076148915886902e-08,-1.9971635553609837e-09,2.703675720556349e-07,-560.8467762724446,-12735.490627256717,-560.9624684536201
0.0,-1e-09,1e-06,-2.008068211686635e-09,-8.946528111298842e-07,-2.009993160467512e-09,7.449001230394311e-07,-605.6635005812868,-13121.394490792743,-606.0790443838239
0.0,-1e-09,1e-05,-2.005828272680303e-09,-9.087932024801033e-05,-2.0086121737374445e-09,-5.5762108751274505e-05,-663.556176539898,-13196.789477709628,-663.1174337375803
0.0,-1e-09,0.0001,-2.0167948694226714e-09,-8.425953841097454e-05,-2.0162226753357897e-09,-8.711747138485568e-05,-630.5895169966271,-13360.961868589287,-632.0584449490105
0.0,-1e-08,0.0,-2.0915752527807035e-08,nan,nan,nan,-1238.6127587014466,nan,nan
0.0,-1e-08,9.999999999999999e-09,-2.094148942499214e-08,nan,nan,nan,-1343.2066708453442,nan,nan
1e-05,-0.0,0.0,-2.425077761432504e-12,-2.6481878202109757e-09,-8.257619616816726e-12,3.628277333841741e-08,-621.3761202436835,-614.0852287331952,-620.6503050958007
1e-05,-0.0,1e-08,2.4446290700621224e-11,8.449258709164043e-09,2.1421072707833353e-11,-3.485332525492842e-08,-609.2879839527169,-604.4463482109708,-608.9628080539774
1e-05,-0.0,1.0000000000000002e-07,-6.953164476677772e-12,-3.17959308451796e-07,-1.210309909478001e-11,1.3158725621993155e-07,-615.9482804597124,-609.7307399179114,-615.7068029034433
1e-05,-0.0,1e-06,1.2220245312299911e-11,1.9987306972353353e-06,1.473749088384877e-11,-3.1201016334811447e-06,-644.4588625289216,-637.9241820268709,-643.3153432639448
1e-05,-0.0,1.0000000000000003e-05,2.0066584884069294e-12,-2.0684444006340836e-05,-2.5470806616898716e-12,-7.869529390599698e-06,-623.8126309296729,-616.9741017922352,-623.2143004625585
1e-05,-0.0,0.00010000000000000005,-5.7837534757152344e-12,-3.11212574502876e-05,-8.541545340910712e-12,1.6343373705419518e-05,-616.5279076311218,-611.92122850785,-617.8798567874906
1e-05,-1e-12,0.0,-6.318950289988131e-12,-1.9883169391727788e-08,-6.537123823614932e-12,-1.2085954690134611e-08,-592.3303483298969,-586.3177493817847,-591.5864823625562
1e-05,-1e-12,1e-08,-1.6908200123093514e-11,-1.3520744101219355e-08,-1.6887300266392584e-11,1.9004751556506113e-08,-620.4363263023723,-615.8944405259326,-620.9093221916211
1e-05,-1e-12,1.0000000000000002e-07,7.843652954920522e-12,9.767340740421569e-08,1.3869619766953895e-11,6.446117416817538e-08,-639.013367974095,-633.2656071374156,-639.3198475849182
1e-05,-1e-12,1e-06,-3.5375097522488626e-11,-2.4505634682123723e-06,-3.270630466039517e-11,-6.30858279134758e-07,-642.9754126141062,-640.8238169517277,-643.2076906252462
1e-05,-1e-12,1.0000000000000003e-05,2.0778191918004786e-11,-3.2842689633538313e-06,2.0702647505775165e-11,-2.5161076551614533e-05,-658.9023075167416,-655.3781935258997,-658.3977803662374
1e-05,-1e-12,0.00010000000000000005,3.735439889962421e-12,-0.00010455578706692248,7.236405636898962e-12,-0.00013509930315221922,-596.8495197407746,-593.1083771663685,-599.2878675778171
1e-05,-1e-11,0.0,-5.85947651058927e-11,-1.8032374075636276e-08,-5.575821914859556e-11,1.4583414120912125e-08,-552.4599443346974,-556.1654359846164,-552.419989403014
1e-05,-1e-11,1e-08,4.300203073847139e-12,-9.454558841594796e-09,-1.1036323844214922e-13,2.7879865741350985e-08,-602.2308096138147,-595.7577728109881,-601.4911033413549
1e-05,-1e-11,1.0000000000000002e-07,-3.0336223537264425e-11,-9.699456960105927e-08,-3.0981452301485585e-11,2.618152148509996e-07,-599.714145807247,-596.3461769932833,-600.3666518670052
1e-05,-1e-11,1e-06,-5.973251352887489e-11,1.2666732978291403e-06,-6.490432244515402e-11,1.422892297547798e-06,-543.3926070679672,-548.2599823849657,-543.0956564318088
1e-05,-1e-11,1.0000000000000003e-05,-3.823746195510623e-11,-5.7111794808924137e-05,-3.5925843146178954e-11,-4.997162971701572e-05,-661.387132296021,-659.548522657255,-661.0008340531964
1e-05,-1e-11,0.00010000000000000005,1.8664053266325788e-11,-0.00017006159949978185,2.7962989623851462e-11,-0.0001276965002291017,-620.3810808898238,-616.5220416936834,-620.9846329944734
1e-05,-1e-10,0.0,-2.22075174599522e-10,-8.174014119172297e-10,-2.252484140011917e-10,-2.0702562693516308e-08,-619.9575756589194,-768.538993391714,-619.8877776234082
1e-05,-1e-10,1e-08,-2.0660096448711715e-10,-2.0232939943764153e-08,-2.0483204972255477e-10,6.795114372379671e-09,-593.4213266433842,-723.0960222762294,-593.6814267130679
1e-05,-1e-10,1.0000000000000002e-07,-2.0239751518702123e-10,-8.089629414112611e-08,-1.9653871886751686e-10,2.869000693968615e-07,-654.1884307882913,-777.5515211431805,-654.7292061932707
1e-05,-1e-10,1e-06,-1.870715227108177e-10,-4.5633099678428514e-07,-1.9047240726315574e-10,-1.368408282922671e-06,-565.0656398624367,-670.2938403848583,-565.2206278807479
1e-05,-1e-10,1.0000000000000003e-05,-1.8944135587803987e-10,1.9212806575193e-05,-1.8839506884458631e-10,-4.14857513294431e-05,-587.7693541744543,-698.9558807857031,-587.9753479002404
1e-05,-1e-10,0.00010000000000000005,-1.7508356978882633e-10,-0.00034029322509904344,-1.6521845401272046e-10,-0.00035047546113624827,-568.1035181179847,-651.5401838270575,-563.8030178434707
1e-05,-1e-09,0.0,-2.012989349259714e-09,-5.341361440664941e-09,-2.017023207869639e-09,-1.8475556571087232e-09,-557.8694115173113,-12799.298947906454,-557.8575470909298
1e-05,-1e-09,1e-08,-1.9952525189032393e-09,2.2951048684707097e-08,-2.0028445862303453e-09,-1.2827677180937799e-08,-574.3164592404702,-12899.182549590116,-574.3810633658754
1e-05,-1e-09,1.0000000000000002e-07,-1.9999458809479235e-09,-1.6833085546735514e-07,-2.0036363029485854e-09,-2.4584348730678573e-07,-561.5146060276799,-12625.78580836658,-561.4213710629829
1e-05,-1e-09,1e-06,-1.968565636562033e-09,-8.370277431038506e-07,-1.9713015216170344e-09,-1.0491207135102983e-06,-587.7624108441519,-12213.399193911731,-587.9082191765033
1e-05,-1e-09,1.0000000000000003e-05,-1.9938205323300103e-09,-7.973328184864783e-05,-1.9945157551340794e-09,-6.630269896937911e-05,-604.8712962106473,-13612.714364596772,-603.8847791854821
1e-05,-1e-09,0.00010000000000000005,-1.9605088963286523e-09,-9.164800032520655e-05,-1.967804441719351e-09,-0.00013333800273636126,-594.4667628531204,-13110.524577109067,-595.8393258267243
1e-05,-1e-08,0.0,-2.092572332745141e-08,nan,nan,nan,-1271.3702973738905,nan,nan
1e-05,-1e-08,1e-08,-2.095310447070936e-08,nan,nan,nan,-1248.115634340642,nan,nan
0.0001,-0.0,0.0,-4.394419427439709e-12,-7.560577781621911e-09,-4.805413967502048e-12,4.8174900518427046e-09,-614.5157091157289,-607.773966347646,-613.4906943707907
0.0001,-0.0,9.999999999999997e-09,1.8481444241298618e-11,5.054942731256768e-10,1.941706725966509e-11,-2.2840135520106253e-08,-624.35688357553,-618.3928338983367,-623.5096922558804
0.0001,-0.0,1e-07,2.3842521728149716e-11,-1.5984997940931456e-08,2.2197850158174638e-11,-9.872463713309377e-09,-629.4749502021714,-625.3965053212311,-629.4406430330853
0.0001,-0.0,1e-06,-1.4210948081624632e-11,3.152544501849038e-07,-1.7093321142005444e-11,-1.428621280131381e-07,-615.1132283867036,-609.2705607673794,-614.8226997399609
0.0001,-0.0,9.999999999999999e-06,8.031645040979571e-12,-2.4611971907480107e-05,2.2274454710301352e-12,-7.2103935313742225e-06,-597.5435148862124,-590.8487081728608,-597.5050911720655
0.0001,-0.0,9.999999999999999e-05,1.3244687101424565e-11,-0.00021858516341757253,1.0021184755423515e-11,-0.00022922813260124454,-616.2452467852901,-608.8976332239936,-615.1088165417012
0.0001,-1e-12,0.0,-8.19258234134265e-12,-1.5920608857480392e-08,-7.986436726511259e-12,1.063829699815017e-08,-609.8673355872791,-604.1025005506987,-609.8294119769184
0.0001,-1e-12,9.999999999999997e-09,6.92988102394287e-12,1.0564712169595097e-08,1.3618582393546863e-11,1.0711732097016696e-09,-582.0953021242617,-576.7823346350573,-582.5615942827103
0.0001,-1e-12,1e-07,-3.1455568878264225e-13,2.0839062952549012e-07,3.618860226757009e-12,-2.5237850825382277e-07,-605.8020879273326,-598.6263946746835,-605.4563011473614
0.0001,-1e-12,1e-06,1.3237030759291058e-12,1.5065346608654608e-07,-8.227979140606678e-13,-9.421234913089803e-07,-625.9484717967263,-618.9962589385888,-625.5169382057114
0.0001,-1e-12,9.999999999999999e-06,1.9891815256545456e-11,-5.645020555107658e-05,1.4396287793624847e-11,-2.0798422808826978e-05,-588.3542372285946,-582.4741439345966,-588.2742326215483
0.0001,-1e-12,9.999999999999999e-05,-2.1189052332727613e-13,-0.00022890684698507037,-3.1197501420081016e-13,-0.00021975696498725237,-564.5511011338814,-555.9406025034393,-561.8122842708335
0.0001,-1e-11,0.0,-4.7325953788946324e-11,-9.273525856394585e-09,-5.1628414074992694e-11,-4.051441355624691e-09,-578.7437456065865,-580.7756701191466,-578.5118509242992
0.0001,-1e-11,9.999999999999997e-09,-3.076253674297153e-11,-8.305003838325758e-09,-3.597329268991133e-11,-1.63474151150609e-08,-591.9676511270924,-590.7425076482967,-592.0384662237741
0.0001,-1e-11,1e-07,-2.9025483837571254e-11,2.744967136960759e-07,-3.246231145444642e-11,-2.176184230449501e-07,-594.132592056677,-590.9226407129033,-594.025872397721
0.0001,-1e-11,1e-06,-1.1755207177577789e-11,-2.0724186646280675e-06,-1.0732607220628337e-11,1.6177883273724917e-08,-580.8823939186726,-575.4786750150544,-581.5146479300123
0.0001,-1e-11,9.999999999999999e-06,-3.6137191238885293e-12,-6.88584851026041e-05,9.499553848953984e-13,-5.5158294984838994e-05,-645.7454167226587,-638.5692348593884,-644.6656953608643
0.0001,-1e-11,9.999999999999999e-05,-2.2545395298165058e-11,-0.0002844936892639565,-1.4404743475847979e-11,-0.00031116608771746294,-634.7891121906583,-625.5776418246157,-630.2345269311211
0.0001,-1e-10,0.0,-2.0722912596339456e-10,1.0093212611331602e-08,-2.1004101533538566e-10,5.008600974462397e-09,-607.0347208097171,-743.4519998530125,-607.5837268794642
0.0001,-1e-10,9.999999999999997e-09,-2.1600885172816435e-10,-1.0330124681252334e-08,-2.2254068546725612e-10,6.159533832292824e-10,-611.6836769649732,-752.6672051965948,-611.3206043874354
0.0001,-1e-10,1e-07,-2.0740873389444712e-10,-6.709551406886165e-08,-2.0353901906736594e-10,1.4679584307029428e-08,-631.2476400398983,-759.448953125867,-630.8268430306651
0.0001,-1e-10,1e-06,-1.8862294464906687e-10,-4.0505215179628076e-07,-1.9040486435407135e-10,-1.1397935822177267e-06,-702.1701988225345,-816.5033320229093,-701.5975779447026
0.0001,-1e-10,9.999999999999999e-06,-2.1500764577891775e-10,-6.89623951163167e-05,-2.1385708295997043e-10,-5.3834357517013776e-05,-579.7982901635247,-722.7869601932081,-579.659848033526
0.0001,-1e-10,9.999999999999999e-05,-2.0783938589052324e-10,-0.0001382687822356584,-2.0111644355871182e-10,-0.00016004529987039814,-650.6367249800081,-778.3795465140842,-651.437039507742
0.0001,-1e-09,0.0,-2.0000345975021056e-09,-1.090492770435225e-09,-1.9936272288109735e-09,3.267638745502029e-08,-653.255317815123,-13575.157704243706,-652.855459824955
0.0001,-1e-09,9.999999999999997e-09,-1.996796752565098e-09,1.4172479131400559e-08,-1.999027249061689e-09,6.2532078997352574e-09,-586.5269806058371,-13076.852436507443,-586.4677995124173
0.0001,-1e-09,1e-07,-2.007343511944883e-09,-1.1418774412423412e-07,-2.0115298646419637e-09,8.495767992579678e-08,-640.4680909378962,-13145.69763194518,-640.4317666880265
0.0001,-1e-09,1e-06,-2.030148758983778e-09,6.084016197293166e-07,-2.033635771879951e-09,-5.625748480459877e-07,-621.6867127742702,-13332.246020133092,-621.0533739436585
0.0001,-1e-09,9.999999999999999e-06,-2.0119032597494136e-09,-3.31391560263944e-05,-2.0160670673243123e-09,-6.566351653819206e-05,-572.3831556919291,-12894.73171576252,-570.716656943936
0.0001,-1e-09,9.999999999999999e-05,-1.9847074291571424e-09,-0.00011164427411954623,-1.988172182327463e-09,-0.0002702456825302438,-627.8653790139953,-13097.24322454305,-626.4288142540529
0.0001,-1e-08,0.0,-2.097553744705719e-08,nan,nan,nan,-1363.7369810708592,nan,nan
0.0001,-1e-08,9.999999999999997e-09,-2.0946474928247214e-08,nan,nan,nan,-1271.0252468961414,nan,nan
0.001,-0.0,0.0,7.393351086404277e-12,2.6905805250458534e-08,1.2578045523077017e-11,-1.4450664852025287e-08,-594.4493015112618,-588.4883829678988,-594.354023091259
0.001,-0.0,1.0000000000000002e-08,7.904693765161074e-13,-2.342188038154636e-08,1.8030617933107322e-12,1.1053229733615576e-10,-600.8762065805614,-594.13801187627,-600.8792026188399
0.001,-0.0,1.0000000000000004e-07,-1.4148531549608587e-11,-2.864258737812391e-08,-1.872423655315491e-11,-1.0771242961798304e-07,-618.6972670997268,-612.8245071980265,-618.1788532851054
0.001,-0.0,1e-06,-8.372254147473186e-12,-9.594726517798572e-07,-1.5282024867937924e-11,-1.4574641576718931e-06,-589.4666739737668,-583.2980796434175,-589.092606556501
0.001,-0.0,1e-05,2.2767972167938404e-11,-5.394316174597533e-05,2.6295925406408048e-11,-6.876799126505402e-05,-609.1936134536172,-604.1146652377232,-608.8222240250135
0.001,-0.0,9.999999999999999e-05,1.1169580976753752e-11,-0.0007502949628035128,1.3928281453033697e-11,-0.0007436325591846365,-661.2598339815186,-552.2072852719124,-558.0277648778241
0.001,-1e-12,0.0,8.511410963283131e-12,8.541843932762208e-09,5.507018882273723e-12,4.5195973125561475e-08,-590.9336355060148,-584.3822383816125,-590.5361636560177
0.001,-1e-12,1.0000000000000002e-08,-4.491136852382517e-12,-4.0273981140550034e-08,-6.484167613874612e-12,-5.0561803630572274e-09,-585.5149295243664,-579.1258416763065,-585.5716112158998
0.001,-1e-12,1.0000000000000004e-07,-7.93881727719852e-12,-2.3468092353222372e-07,-1.142179930628798e-11,1.8196349192129522e-07,-621.8603304986849,-616.5955337184548,-622.2056741109792
0.001,-1e-12,1e-06,-9.73368345944756e-12,-2.4808510740401083e-06,-1.0831936550656443e-11,-8.552692765131961e-07,-568.6669238281764,-562.720981602983,-568.8790574467262
0.001,-1e-12,1e-05,-2.1462786411873585e-11,-5.319916332298952e-05,-2.8469176925377597e-11,-4.56485954618392e-05,-604.6066660695747,-599.9739712388807,-604.1544431710453
0.001,-1e-12,9.999999999999999e-05,-2.4569733444429583e-11,-0.0007807607574696943,-2.8090754610257524e-11,-0.0007786099879710828,-720.4658897133235,-607.193103143589,-611.7875731977404
0.001,-1e-11,0.0,-3.0616050220851874e-11,-1.1768798221407199e-08,-2.511380212390544e-11,2.8806616050085784e-08,-614.0857188690767,-610.6625410350492,-614.5522287865494
0.001,-1e-11,1.0000000000000002e-08,-7.3465356242744e-12,7.000421047792989e-09,-9.351765168939727e-12,4.577654713149821e-08,-665.3146079948523,-658.9849165235104,-664.9179326059518
0.001,-1e-11,1.0000000000000004e-07,-1.1025346466860015e-11,1.257316754989052e-07,-1.5279570355615616e-11,2.247493303548176e-07,-583.229353900798,-577.6086204245902,-583.0764602717954
0.001,-1e-11,1e-06,-9.44244133208673e-12,1.701755884410861e-07,-7.998050034388558e-12,8.776249266305854e-07,-584.0399413215818,-577.8219032071688,-583.8729199634839
0.001,-1e-11,1e-05,-3.8870269673601204e-13,-9.022903240800725e-05,3.026586336180129e-12,-8.60654171302681e-05,-541.3798666722564,-532.1183659924297,-538.2274727449909
0.001,-1e-11,9.999999999999999e-05,-3.833936100045152e-11,-0.0007918506561313813,-3.4246930167715144e-11,-0.0007936595807555734,-696.6516248558444,-552.3229100186999,-555.2042186643176
0.001,-1e-10,0.0,-1.8185480696422344e-10,-6.121474190509242e-09,-1.791297323936835e-10,-4.920246151215732e-08,-583.0092157137661,-672.5262015682715,-582.8347805897417
0.001,-1e-10,1.0000000000000002e-08,-2.239269276195374e-10,1.863427704281306e-08,-2.2111829151050686e-10,3.231093275906685e-08,-621.3777006503487,-761.1790907388008,-621.2473151414918
0.001,-1e-10,1.0000000000000004e-07,-1.8279423171268487e-10,2.4532889087376444e-08,-1.8407546790791127e-10,1.8027657647415098e-07,-560.3073862565623,-663.3042955893153,-559.604885787064
0.001,-1e-10,1e-06,-2.1072612074113174e-10,1.0042894146905663e-06,-2.023225564251901e-10,-2.3710648530896334e-06,-622.6370409280797,-749.0989673795528,-622.252799103785
0.001,-1e-10,1e-05,-2.039418603216029e-10,-3.40504527538882e-05,-2.0472811787369323e-10,-4.750123917066004e-05,-603.0351358048919,-728.1774176574899,-602.5818695773105
0.001,-1e-10,9.999999999999999e-05,-2.0858363192458082e-10,-0.0008036605866954979,-2.0771024762212827e-10,-0.0007700498829417198,-784.1211842521477,-755.7195882143571,-630.4572670830341
0.001,-1e-09,0.0,-2.028218208481795e-09,1.959597017900859e-08,-2.024775183899412e-09,-7.970962636151463e-09,-568.2903796740327,-13594.573447919838,-568.6695885325763
0.001,-1e-09,1.0000000000000002e-08,-2.0121375478729713e-09,4.629396718944084e-09,-2.0134085423266937e-09,-4.52740698498168e-08,-571.9469443036422,-13220.00938867679,-571.1857979359453
0.001,-1e-09,1.0000000000000004e-07,-1.9931515100032394e-09,2.3162120878159552e-07,-1.994604952800297e-09,-9.857708921057684e-08,-631.8188816072451,-12596.413708244147,-631.8827979785699
0.001,-1e-09,1e-06,-1.9876954569133446e-09,-7.383222019927088e-07,-1.989260404170015e-09,-3.0425571892312526e-06,-602.1709339641978,-12893.771095232847,-601.6423247955487
0.001,-1e-09,1e-05,-1.9906157737966207e-09,-1.0885864461905354e-05,-1.9963358284841923e-09,-8.483155103022442e-05,-613.4765979074691,-13311.71587669401,-612.9499349821946
0.001,-1e-09,9.999999999999999e-05,-1.9980566030950805e-09,-0.0007306941380635678,-1.9967491553855313e-09,-0.0007288135202787268,-738.5398976762459,-13921.437136437937,-590.2256036765548
0.001,-1e-08,0.0,-2.0932407306947388e-08,nan,nan,nan,-1304.8133096274862,nan,nan
0.001,-1e-08,1.0000000000000002e-08,-2.0907423578431615e-08,nan,nan,nan,-1340.2832275854632,nan,nan
0.01,-0.0,0.0,-4.345802262719515e-11,-2.2400100009773345e-08,-4.4182564301644803e-11,2.0163098092707364e-08,-609.902895068291,-608.4574192595679,-609.3797190890041
0.01,-0.0,1e-08,4.802413363071119e-11,3.04363019294462e-08,4.521755206177789e-11,-1.785651260307113e-08,-592.4207228206699,-592.3832774889321,-592.4865033200682
0.01,-0.0,1e-07,2.0719365675831656e-11,1.3107829823008533e-07,2.087339879163388e-11,1.192450805384167e-07,-591.0965611247785,-586.4933314317393,-591.0367817888961
0.01,-0.0,1e-06,1.415615013496392e-11,-1.4592636665313055e-06,2.614999195908434e-11,-2.7140836260447078e-06,-594.0070676742002,-589.4024458908258,-593.8659715693364
0.01,-0.0,9.999999999999999e-06,-1.2270242345647472e-11,-9.750718172633115e-05,-1.3874000978303727e-11,-9.54627658211021e-05,-724.1957186985072,-706.0283725721273,-712.0072999250262
0.01,-0.0,0.00010000000000000002,-1.4359053732732469e-10,-0.00999015203764962,-5.827483409144692e-11,-0.00998419589751455,-13688.824642163567,-3845.8015334045276,-3840.207725178397
0.01,-1e-12,0.0,1.7542228567020153e-11,1.5838606645753647e-08,1.8240660195176755e-11,1.870013007439895e-08,-593.0057482432281,-587.4063912171802,-593.041784402646
0.01,-1e-12,1e-08,-1.3344809226038948e-11,6.046052625698239e-09,-3.6008728179514532e-12,9.571781345016869e-09,-589.6736401108212,-583.549836084428,-589.7442778728008
0.01,-1e-12,1e-07,3.043274246676102e-11,2.301085485878521e-07,2.3698857214035554e-11,1.2471980579579127e-07,-582.9626527622729,-579.8273770163222,-582.62368426893
0.01,-1e-12,1e-06,-7.695835208796145e-12,-1.74333748075012e-06,-1.7190608829608552e-11,-2.681360488777104e-06,-612.3140328221843,-606.4771785320025,-612.5170991019096
0.01,-1e-12,9.999999999999999e-06,2.0699939765683185e-11,-9.689073750451727e-05,3.006844825724171e-11,-9.917541659908846e-05,-853.0764263090897,-829.9050484060342,-833.8327292988977
0.01,-1e-12,0.00010000000000000002,-2.2393102205650342e-11,-0.009789608164060461,-1.0440241615046624e-11,-0.009779841255450476,-13483.783712750492,-3888.9902380381486,-3892.605942865376
0.01,-1e-11,0.0,-1.2853566500370874e-11,1.2618668128666636e-08,-1.2723637654165843e-11,-8.585274647776978e-10,-613.4473658480143,-607.5681753982813,-613.2985868473809
0.01,-1e-11,1e-08,-7.995952985189287e-13,-1.3954816451651417e-08,-7.451149412884122e-12,-2.678374664031804e-08,-597.282672825181,-590.8520325415509,-596.9735373063672
0.01,-1e-11,1e-07,-3.113518612399609e-11,1.3124809336859526e-08,-2.685296321602375e-11,4.515508294661217e-07,-584.1102099933499,-580.0635470143959,-583.2183004410342
0.01,-1e-11,1e-06,-2.43321614533776e-11,5.341980277197633e-08,-2.5111661961004606e-11,-3.314871760905702e-06,-610.4141367310588,-605.3043057364814,-609.5773924213419
0.01,-1e-11,9.999999999999999e-06,-1.1518168849435912e-11,-9.692742381864728e-05,-1.09062759566695e-11,-9.48567897840067e-05,-697.1827003715686,-677.7257957052749,-682.911226457618
0.01,-1e-11,0.00010000000000000002,-1.0671071781931103e-10,-0.009878337775763234,-6.016084323944891e-11,-0.009844409338594323,-12870.523828613257,-3720.9428807319346,-3715.591787586238
0.01,-1e-10,0.0,-1.8393655218157205e-10,-4.910399344553303e-09,-1.889670660577788e-10,-1.995156182332144e-08,-635.101064667864,-731.1633535906591,-634.5816442176956
0.01,-1e-10,1e-08,-1.9663271765747423e-10,8.845477072920399e-09,-1.9598807337620606e-10,-1.4631586928912779e-08,-588.5268117069357,-703.8939972657951,-588.2108971251164
0.01,-1e-10,1e-07,-2.1219317286122076e-10,3.3837521150870277e-07,-2.149140473052843e-10,-4.68805755992858e-07,-632.0226918002576,-766.8775858155974,-632.0161022429868
0.01,-1e-10,1e-06,-2.0327482003253532e-10,-7.071522530434724e-07,-2.0015311429715942e-10,1.5101212273914344e-07,-606.9266713865939,-725.5849656013204,-607.0079871577196
0.01,-1e-10,9.999999999999999e-06,-1.834943050478493e-10,-9.747902322563013e-05,-1.8901446730279668e-10,-9.630862454045131e-05,-768.6400464475248,-858.6173021516652,-752.9900704403659
0.01,-1e-10,0.00010000000000000002,-1.2358262307935673e-08,0.010576128774138625,1.6172373179243405e-08,0.005895032902769298,-10000000000.121212,-10000000000.151514,-10000000000.242424
