eccentricity,true_PdE,true_WdE,fit_decay_PdE,fit_prec_wdE,fit_dp_PdE,fit_dp_wdE,logZ_decay,logZ_prec,logZ_dp
0.1,-0.0,0.00010000000000000003,1.2841837131531453e-09,0.010170398976908725,1.739900874523609e-09,-0.004507440956420361,-10000000000.030302,-10000000000.01515,-9999999999.999998
0.1,-1e-12,0.0,-3.894798641047258e-12,8.202357504371818e-09,-3.718918619259172e-12,-1.6895986312418756e-09,-1180.4105048458878,-1174.6053642159795,-1174.6260579383543
0.1,-1e-12,9.999999999999999e-09,3.2189500900357058e-12,8.125880965217917e-09,3.2096820446492886e-12,9.208978607677675e-10,-1180.4105048458878,-1174.6053642159795,-1174.6260579383543
0.1,-1e-12,1.0000000000000004e-07,-6.298274779743865e-13,-3.4305943189240655e-07,-1.287782284190335e-12,6.850415048058159e-08,-1274.1937834334822,-1266.1512922249574,-1265.9735462356682
0.1,-1e-12,1.0000000000000002e-06,-2.9205516084316037e-13,-9.215927232006852e-06,-3.124352068519832e-13,-9.049527184245095e-06,-2129.359309915798,-2116.613963461555,-2115.0864273012553
0.1,-1e-12,1e-05,-1.6494274842954725e-11,-9.990784992191333e-05,-1.9895354160070044e-11,-9.994972040411965e-05,-101362.73766413689,-100628.16710553343,-100599.9107425401
0.1,-1e-12,0.00010000000000000003,-1.6442007553228973e-09,0.03913718339502545,-1.4605387396314184e-09,0.022248431148619935,-9999999999.999998,-10000000000.01515,-10000000000.01515
0.1,-1e-11,0.0,-2.073499631024066e-11,2.4012347589872505e-08,-2.0952645741533205e-11,1.1913349927976611e-08,-1158.9424790123203,-1194.2608333153732,-1152.5873463697644
0.1,-1e-11,9.999999999999999e-09,-1.7803079948897764e-11,-1.5792045921319038e-09,-1.6850638834443742e-11,-1.0305312777945961e-08,-1158.9424790123203,-1194.2608333153732,-1152.5873463697644
0.1,-1e-11,1.0000000000000004e-07,-1.3054406489212702e-11,-3.792579416935042e-07,-1.3794815728503606e-11,2.4906796106934596e-07,-1262.4053366660287,-1272.4380249991257,-1254.2506602920846
0.1,-1e-11,1.0000000000000002e-06,-2.6268763131169797e-11,-8.842049726190011e-06,-2.708871356251056e-11,-9.001429058815069e-06,-2328.8579600167536,-2387.7338149683555,-2314.3235881472106
0.1,-1e-11,1e-05,-3.4526579966480935e-11,-9.994709650873682e-05,-4.586025097779217e-11,-9.995044830720094e-05,-104762.52358673605,-104112.51653139849,-103983.18779003879
0.1,-1e-11,0.00010000000000000003,-7.050535869619123e-10,-0.0035871380855224677,-3.288517344049595e-10,0.00998575727108933,-10000000000.01515,-10000000000.01515,-9999999999.999998
0.1,-1e-10,0.0,-2.0013334449720873e-10,-3.862026618849677e-08,-2.009631094406068e-10,1.8661064405517663e-08,-1180.9570326815112,-5190.434520642026,-1174.6060426591657
0.1,-1e-10,9.999999999999999e-09,-1.9494125100840072e-10,-2.353902438975978e-08,-1.9508196450151085e-10,-3.072501269181781e-08,-1180.9570326815112,-5190.434520642026,-1174.6060426591657
0.1,-1e-10,1.0000000000000004e-07,-2.010277999041796e-10,4.1617310731790046e-08,-2.009134717510014e-10,2.2531245807482993e-07,-1221.2381798862596,-5309.985436561077,-1214.4703956756102
0.1,-1e-10,1.0000000000000002e-06,-1.992767302161099e-10,-8.999475297871695e-06,-1.982947664866559e-10,-9.172451413916668e-06,-2111.6365474177005,-6063.436889668485,-2097.0591147305295
0.1,-1e-10,1e-05,-2.0927317579387607e-10,-9.990715834473304e-05,-2.1234908252995965e-10,-9.994574385136762e-05,-105970.55775279367,-109582.7926939738,-105186.83071348442
0.1,-1e-10,0.00010000000000000003,-1.4750491526712355e-08,0.012182613484519683,2.6118475650396497e-09,-0.011221004194209572,-9999999999.999998,-9999999999.999998,-9999999999.999998
0.1,-1e-09,0.0,4.206115249747504e-08,1.707586758924913e-08,1.2723159938031333e-08,-1.4917189955264195e-09,-10000000000.030302,-10000000000.01515,-10000000000.01515
0.1,-1e-09,9.999999999999999e-09,1.0337044061325234e-07,-1.0172539079325352e-06,-9.619233051067463e-08,-3.1514057595901976e-06,-10000000000.030302,-10000000000.01515,-10000000000.01515
0.1,-1e-09,1.0000000000000004e-07,-6.31190716481094e-08,1.1595526628165372e-05,-6.02131910162846e-08,1.6510595038285154e-05,-10000000000.01515,-9999999999.999998,-9999999999.999998
0.1,-1e-09,1.0000000000000002e-06,2.5466878057131103e-07,-1.570459160599451e-05,-6.957908111561054e-08,5.391342196624997e-05,-10000000000.01515,-10000000000.01515,-9999999999.999998
0.1,-1e-09,1e-05,-3.7778920696475446e-08,0.0004745042947140645,-7.004138311194758e-08,-0.00012859733684676255,-9999999999.999998,-9999999999.999998,-10000000000.01515
0.1,-1e-09,0.00010000000000000003,-1.2267721732662935e-07,-0.001196216451787066,2.9549182121687606e-07,-0.007069509697889706,-9999999999.999998,-10000000000.01515,-10000000000.01515
0.1,-1e-08,0.0,-1.6713208208428631e-07,5.654671444110403e-09,-1.353995385605624e-07,1.414617854134692e-08,-10000000000.089994,-10000000000.089994,-10000000000.149996
0.1,-1e-08,9.999999999999999e-09,-4.800077258346875e-08,-2.729860837573997e-08,-6.678316243052477e-08,-1.0518775347349211e-07,-10000000000.089994,-10000000000.089994,-10000000000.149996
0.1,-1e-08,1.0000000000000004e-07,7.426845083326832e-08,-7.368766510868257e-07,-7.32770053771903e-08,2.13138016293838e-06,-10000000000.049995,-10000000000.069996,-10000000000.069996
0.1,-1e-08,1.0000000000000002e-06,5.9521878305052116e-08,-1.56590142889306e-06,5.374508337313852e-08,9.471865703866623e-06,-10000000000.079994,-10000000000.099995,-10000000000.099995
0.1,-1e-08,1e-05,1.4351289117124936e-07,-0.00012017749528511984,-5.924241317428996e-08,-0.00012213962298091463,-10000000000.139996,-10000000000.179995,-10000000000.089994
0.1,-1e-08,0.00010000000000000003,4.322661479744091e-08,-0.013452624560184964,1.7103660746548794e-06,0.013224688235093915,-9999999999.999998,-9999999999.999998,-9999999999.999998
