eccentricity,true_PdE,true_WdE,fit_decay_PdE,fit_prec_wdE,fit_dp_PdE,fit_dp_wdE,logZ_decay,logZ_prec,logZ_dp
0.0001,-1e-12,9.999999999999997e-06,-8.740025489784105e-13,-7.780073527857505e-05,-2.1845468790432986e-12,-8.110224800061386e-05,-1191.228659940841,-1180.890483081199,-1182.441780130087
0.0001,-1e-12,9.999999999999999e-05,-3.08523808169881e-12,-0.00027966839975794865,-5.109315635259557e-12,-0.0002466577885642331,-1253.6345721291218,-1233.003054939875,-1236.5873694394857
0.0001,-1e-11,0.0,-2.2447161285591932e-11,1.3941039412160622e-08,-2.3365942788974887e-11,1.4816974533582308e-08,-1186.8009086857303,-1231.6525022304727,-1183.0743503567348
0.0001,-1e-11,1.0000000000000002e-08,-2.0385785153039487e-11,-2.306554288260564e-08,-1.9313348507277147e-11,1.5691526185503644e-08,-1186.8009086857303,-1231.6525022304727,-1183.0743503567348
0.0001,-1e-11,1.0000000000000002e-07,-2.1505390918988355e-11,-4.6932453237568775e-08,-2.071455205801195e-11,3.743182551283378e-07,-1198.1720492392337,-1232.3658653778473,-1193.7689677000199
0.0001,-1e-11,9.999999999999997e-07,-1.7699230908495914e-11,5.194694774665593e-07,-1.7690410205589263e-11,3.2920460826445676e-06,-1120.2955815396742,-1144.964167742191,-1114.5834511008945
0.0001,-1e-11,9.999999999999997e-06,-1.9274382383858577e-11,-7.141679332274606e-05,-1.869786145848354e-11,-3.1198901385535245e-05,-1175.866003507613,-1202.8607538108267,-1169.9986947442503
0.0001,-1e-11,9.999999999999999e-05,-1.9529381046974457e-11,-0.0002570433193412687,-2.464141980603002e-11,-0.00019501294154983186,-1173.124262278219,-1187.9667146638508,-1157.8901050631148
0.0001,-1e-10,0.0,-2.0044865816477728e-10,-1.0219240615358429e-08,-1.994311244922248e-10,-1.3468981109643846e-08,-1153.2888582999567,-5114.445868443436,-1146.896032670977
0.0001,-1e-10,1.0000000000000002e-08,-1.992089713300253e-10,-1.3113052130165204e-08,-1.984565285616361e-10,4.052250972153077e-09,-1153.2888582999567,-5114.445868443436,-1146.896032670977
